Date, Demand placed by, Demand 
2019-04-29,Demand by retailer,12.88
2019-04-29,Demand by customer,0.42
2019-04-30,Demand by supplier,12.30
2019-04-30,Demand by retailer,12.30
2019-04-30,Demand by customer,18.10
2019-05-01,Demand by supplier,16.36
2019-05-01,Demand by retailer,16.36
2019-05-01,Demand by customer,10.37
2019-05-02,Demand by supplier,12.16
2019-05-02,Demand by retailer,12.16
2019-05-02,Demand by customer,19.05
2019-05-03,Demand by supplier,16.99
2019-05-03,Demand by retailer,16.99
2019-05-03,Demand by customer,12.23
2019-05-04,Demand by supplier,13.66
2019-05-04,Demand by retailer,13.66
2019-05-04,Demand by customer,1.93
2019-05-05,Demand by supplier,5.45
2019-05-05,Demand by retailer,5.45
2019-05-05,Demand by customer,6.63
2019-05-06,Demand by supplier,6.28
2019-05-06,Demand by retailer,6.28
2019-05-06,Demand by customer,19.67
2019-05-07,Demand by supplier,15.65
2019-05-07,Demand by retailer,15.65
2019-05-07,Demand by customer,0.30
2019-05-08,Demand by supplier,4.91
2019-05-08,Demand by retailer,4.91
2019-05-08,Demand by customer,6.74
2019-05-09,Demand by supplier,6.94
2019-05-09,Demand by retailer,6.94
2019-05-09,Demand by customer,14.20
2019-05-10,Demand by supplier,12.02
2019-05-10,Demand by retailer,12.02
2019-05-10,Demand by customer,17.11
2019-05-11,Demand by supplier,15.58
2019-05-11,Demand by retailer,15.58
2019-05-11,Demand by customer,15.79
2019-05-12,Demand by supplier,15.73
2019-05-12,Demand by retailer,15.73
2019-05-12,Demand by customer,0.00
2019-05-13,Demand by supplier,9.34
2019-05-13,Demand by retailer,9.34
2019-05-13,Demand by customer,24.00
2019-05-14,Demand by supplier,19.60
2019-05-14,Demand by retailer,19.60
2019-05-14,Demand by customer,8.85
2019-05-15,Demand by supplier,12.07
2019-05-15,Demand by retailer,12.07
2019-05-15,Demand by customer,10.09
2019-05-16,Demand by supplier,10.68
2019-05-16,Demand by retailer,10.68
2019-05-16,Demand by customer,9.98
2019-05-17,Demand by supplier,10.19
2019-05-17,Demand by retailer,10.19
2019-05-17,Demand by customer,8.38
2019-05-18,Demand by supplier,8.92
2019-05-18,Demand by retailer,8.92
2019-05-18,Demand by customer,3.23
2019-05-19,Demand by supplier,4.94
2019-05-19,Demand by retailer,4.94
2019-05-19,Demand by customer,7.71
2019-05-20,Demand by supplier,6.88
2019-05-20,Demand by retailer,6.88
2019-05-20,Demand by customer,19.26
2019-05-21,Demand by supplier,15.54
2019-05-21,Demand by retailer,15.54
2019-05-21,Demand by customer,0.46
2019-05-22,Demand by supplier,8.71
2019-05-22,Demand by retailer,8.71
2019-05-22,Demand by customer,0.00
2019-05-23,Demand by supplier,13.95
2019-05-23,Demand by retailer,13.95
2019-05-23,Demand by customer,13.74
2019-05-24,Demand by supplier,13.81
2019-05-24,Demand by retailer,13.81
2019-05-24,Demand by customer,12.36
2019-05-25,Demand by supplier,13.72
2019-05-25,Demand by retailer,13.72
2019-05-25,Demand by customer,15.10
2019-05-26,Demand by supplier,14.68
2019-05-26,Demand by retailer,14.68
2019-05-26,Demand by customer,22.09
2019-05-27,Demand by supplier,19.87
2019-05-27,Demand by retailer,19.87
2019-05-27,Demand by customer,4.92
2019-05-28,Demand by supplier,9.41
2019-05-28,Demand by retailer,9.41
2019-05-28,Demand by customer,11.24
2019-05-29,Demand by supplier,10.69
2019-05-29,Demand by retailer,10.69
2019-05-29,Demand by customer,13.52
2019-05-30,Demand by supplier,12.67
2019-05-30,Demand by retailer,12.67
2019-05-30,Demand by customer,18.62
2019-05-31,Demand by supplier,14.64
2019-05-31,Demand by retailer,14.64
2019-05-31,Demand by customer,17.18
2019-06-01,Demand by supplier,14.06
2019-06-01,Demand by retailer,14.06
2019-06-01,Demand by customer,4.10
2019-06-02,Demand by supplier,7.09
2019-06-02,Demand by retailer,7.09
2019-06-02,Demand by customer,0.36
2019-06-03,Demand by supplier,2.38
2019-06-03,Demand by retailer,2.38
2019-06-03,Demand by customer,8.09
2019-06-04,Demand by supplier,6.38
2019-06-04,Demand by retailer,6.38
2019-06-04,Demand by customer,0.00
2019-06-05,Demand by supplier,10.80
2019-06-05,Demand by retailer,10.80
2019-06-05,Demand by customer,17.77
2019-06-06,Demand by supplier,15.68
2019-06-06,Demand by retailer,15.68
2019-06-06,Demand by customer,7.24
2019-06-07,Demand by supplier,14.34
2019-06-07,Demand by retailer,14.34
2019-06-07,Demand by customer,7.51
2019-06-08,Demand by supplier,12.27
2019-06-08,Demand by retailer,12.27
2019-06-08,Demand by customer,3.77
2019-06-09,Demand by supplier,12.10
2019-06-09,Demand by retailer,12.10
2019-06-09,Demand by customer,20.66
2019-06-10,Demand by supplier,18.10
2019-06-10,Demand by retailer,18.10
2019-06-10,Demand by customer,12.01
2019-06-11,Demand by supplier,13.84
2019-06-11,Demand by retailer,13.84
2019-06-11,Demand by customer,7.11
2019-06-12,Demand by supplier,9.13
2019-06-12,Demand by retailer,9.13
2019-06-12,Demand by customer,14.28
2019-06-13,Demand by supplier,12.74
2019-06-13,Demand by retailer,12.74
2019-06-13,Demand by customer,9.40
2019-06-14,Demand by supplier,10.40
2019-06-14,Demand by retailer,10.40
2019-06-14,Demand by customer,14.15
2019-06-15,Demand by supplier,13.03
2019-06-15,Demand by retailer,13.03
2019-06-15,Demand by customer,19.23
2019-06-16,Demand by supplier,17.37
2019-06-16,Demand by retailer,17.37
2019-06-16,Demand by customer,8.15
2019-06-17,Demand by supplier,10.91
2019-06-17,Demand by retailer,10.91
2019-06-17,Demand by customer,13.58
2019-06-18,Demand by supplier,12.78
2019-06-18,Demand by retailer,12.78
2019-06-18,Demand by customer,13.35
2019-06-19,Demand by supplier,13.18
2019-06-19,Demand by retailer,13.18
2019-06-19,Demand by customer,17.94
2019-06-20,Demand by supplier,16.51
2019-06-20,Demand by retailer,16.51
2019-06-20,Demand by customer,14.16
2019-06-21,Demand by supplier,14.87
2019-06-21,Demand by retailer,14.87
2019-06-21,Demand by customer,10.23
2019-06-22,Demand by supplier,11.62
2019-06-22,Demand by retailer,11.62
2019-06-22,Demand by customer,5.50
2019-06-23,Demand by supplier,7.34
2019-06-23,Demand by retailer,7.34
2019-06-23,Demand by customer,12.06
2019-06-24,Demand by supplier,10.64
2019-06-24,Demand by retailer,10.64
2019-06-24,Demand by customer,2.68
2019-06-25,Demand by supplier,5.07
2019-06-25,Demand by retailer,5.07
2019-06-25,Demand by customer,14.58
2019-06-26,Demand by supplier,11.73
2019-06-26,Demand by retailer,11.73
2019-06-26,Demand by customer,10.42
2019-06-27,Demand by supplier,10.81
2019-06-27,Demand by retailer,10.81
2019-06-27,Demand by customer,13.84
2019-06-28,Demand by supplier,12.93
2019-06-28,Demand by retailer,12.93
2019-06-28,Demand by customer,6.36
2019-06-29,Demand by supplier,8.33
2019-06-29,Demand by retailer,8.33
2019-06-29,Demand by customer,4.39
2019-06-30,Demand by supplier,11.53
2019-06-30,Demand by retailer,11.53
2019-06-30,Demand by customer,3.61
2019-07-01,Demand by supplier,15.35
2019-07-01,Demand by retailer,15.35
2019-07-01,Demand by customer,17.75
2019-07-02,Demand by supplier,17.03
2019-07-02,Demand by retailer,17.03
2019-07-02,Demand by customer,8.47
2019-07-03,Demand by supplier,11.03
2019-07-03,Demand by retailer,11.03
2019-07-03,Demand by customer,8.39
2019-07-04,Demand by supplier,9.18
2019-07-04,Demand by retailer,9.18
2019-07-04,Demand by customer,0.00
2019-07-05,Demand by supplier,7.01
2019-07-05,Demand by retailer,7.01
2019-07-05,Demand by customer,9.60
2019-07-06,Demand by supplier,8.82
2019-07-06,Demand by retailer,8.82
2019-07-06,Demand by customer,0.00
2019-07-07,Demand by supplier,7.72
2019-07-07,Demand by retailer,7.72
2019-07-07,Demand by customer,19.54
2019-07-08,Demand by supplier,15.99
2019-07-08,Demand by retailer,15.99
2019-07-08,Demand by customer,8.31
2019-07-09,Demand by supplier,10.61
2019-07-09,Demand by retailer,10.61
2019-07-09,Demand by customer,10.15
2019-07-10,Demand by supplier,10.29
2019-07-10,Demand by retailer,10.29
2019-07-10,Demand by customer,0.00
2019-07-11,Demand by supplier,9.93
2019-07-11,Demand by retailer,9.93
2019-07-11,Demand by customer,2.33
2019-07-12,Demand by supplier,13.15
2019-07-12,Demand by retailer,13.15
2019-07-12,Demand by customer,14.23
2019-07-13,Demand by supplier,13.91
2019-07-13,Demand by retailer,13.91
2019-07-13,Demand by customer,8.54
2019-07-14,Demand by supplier,10.23
2019-07-14,Demand by retailer,10.23
2019-07-14,Demand by customer,13.00
2019-07-15,Demand by supplier,12.17
2019-07-15,Demand by retailer,12.17
2019-07-15,Demand by customer,18.90
2019-07-16,Demand by supplier,16.88
2019-07-16,Demand by retailer,16.88
2019-07-16,Demand by customer,14.64
2019-07-17,Demand by supplier,15.31
2019-07-17,Demand by retailer,15.31
2019-07-17,Demand by customer,0.00
2019-07-18,Demand by supplier,4.59
2019-07-18,Demand by retailer,4.59
2019-07-18,Demand by customer,3.11
2019-07-19,Demand by supplier,4.75
2019-07-19,Demand by retailer,4.75
2019-07-19,Demand by customer,2.05
2019-07-20,Demand by supplier,8.34
2019-07-20,Demand by retailer,8.34
2019-07-20,Demand by customer,3.63
2019-07-21,Demand by supplier,10.15
2019-07-21,Demand by retailer,10.15
2019-07-21,Demand by customer,0.00
2019-07-22,Demand by supplier,11.08
2019-07-22,Demand by retailer,11.08
2019-07-22,Demand by customer,0.00
2019-07-23,Demand by supplier,11.87
2019-07-23,Demand by retailer,11.87
2019-07-23,Demand by customer,4.79
2019-07-24,Demand by supplier,13.32
2019-07-24,Demand by retailer,13.32
2019-07-24,Demand by customer,5.81
2019-07-25,Demand by supplier,12.56
2019-07-25,Demand by retailer,12.56
2019-07-25,Demand by customer,13.61
2019-07-26,Demand by supplier,13.76
2019-07-26,Demand by retailer,13.76
2019-07-26,Demand by customer,7.73
2019-07-27,Demand by supplier,14.05
2019-07-27,Demand by retailer,14.05
2019-07-27,Demand by customer,19.95
2019-07-28,Demand by supplier,18.18
2019-07-28,Demand by retailer,18.18
2019-07-28,Demand by customer,0.00
2019-07-29,Demand by supplier,5.45
2019-07-29,Demand by retailer,5.45
2019-07-29,Demand by customer,0.26
2019-07-30,Demand by supplier,3.60
2019-07-30,Demand by retailer,3.60
2019-07-30,Demand by customer,11.75
2019-07-31,Demand by supplier,9.30
2019-07-31,Demand by retailer,9.30
2019-07-31,Demand by customer,8.08
2019-08-01,Demand by supplier,8.45
2019-08-01,Demand by retailer,8.45
2019-08-01,Demand by customer,3.07
2019-08-02,Demand by supplier,10.46
2019-08-02,Demand by retailer,10.46
2019-08-02,Demand by customer,15.37
2019-08-03,Demand by supplier,13.90
2019-08-03,Demand by retailer,13.90
2019-08-03,Demand by customer,17.61
2019-08-04,Demand by supplier,16.50
2019-08-04,Demand by retailer,16.50
2019-08-04,Demand by customer,19.16
2019-08-05,Demand by supplier,18.36
2019-08-05,Demand by retailer,18.36
2019-08-05,Demand by customer,7.19
2019-08-06,Demand by supplier,10.54
2019-08-06,Demand by retailer,10.54
2019-08-06,Demand by customer,9.94
2019-08-07,Demand by supplier,10.12
2019-08-07,Demand by retailer,10.12
2019-08-07,Demand by customer,11.58
2019-08-08,Demand by supplier,11.14
2019-08-08,Demand by retailer,11.14
2019-08-08,Demand by customer,10.39
2019-08-09,Demand by supplier,10.61
2019-08-09,Demand by retailer,10.61
2019-08-09,Demand by customer,17.13
2019-08-10,Demand by supplier,15.17
2019-08-10,Demand by retailer,15.17
2019-08-10,Demand by customer,6.55
2019-08-11,Demand by supplier,9.14
2019-08-11,Demand by retailer,9.14
2019-08-11,Demand by customer,12.58
2019-08-12,Demand by supplier,11.54
2019-08-12,Demand by retailer,11.54
2019-08-12,Demand by customer,0.00
2019-08-13,Demand by supplier,3.46
2019-08-13,Demand by retailer,3.46
2019-08-13,Demand by customer,15.27
2019-08-14,Demand by supplier,11.73
2019-08-14,Demand by retailer,11.73
2019-08-14,Demand by customer,21.46
2019-08-15,Demand by supplier,18.54
2019-08-15,Demand by retailer,18.54
2019-08-15,Demand by customer,9.80
2019-08-16,Demand by supplier,12.42
2019-08-16,Demand by retailer,12.42
2019-08-16,Demand by customer,17.25
2019-08-17,Demand by supplier,15.80
2019-08-17,Demand by retailer,15.80
2019-08-17,Demand by customer,0.00
2019-08-18,Demand by supplier,4.74
2019-08-18,Demand by retailer,4.74
2019-08-18,Demand by customer,7.65
2019-08-19,Demand by supplier,9.71
2019-08-19,Demand by retailer,9.71
2019-08-19,Demand by customer,0.00
2019-08-20,Demand by supplier,9.89
2019-08-20,Demand by retailer,9.89
2019-08-20,Demand by customer,12.22
2019-08-21,Demand by supplier,11.52
2019-08-21,Demand by retailer,11.52
2019-08-21,Demand by customer,13.65
2019-08-22,Demand by supplier,13.01
2019-08-22,Demand by retailer,13.01
2019-08-22,Demand by customer,0.39
2019-08-23,Demand by supplier,6.21
2019-08-23,Demand by retailer,6.21
2019-08-23,Demand by customer,4.06
2019-08-24,Demand by supplier,8.51
2019-08-24,Demand by retailer,8.51
2019-08-24,Demand by customer,5.89
2019-08-25,Demand by supplier,11.28
2019-08-25,Demand by retailer,11.28
2019-08-25,Demand by customer,24.00
2019-08-26,Demand by supplier,20.18
2019-08-26,Demand by retailer,20.18
2019-08-26,Demand by customer,9.48
2019-08-27,Demand by supplier,12.69
2019-08-27,Demand by retailer,12.69
2019-08-27,Demand by customer,10.83
2019-08-28,Demand by supplier,11.39
2019-08-28,Demand by retailer,11.39
2019-08-28,Demand by customer,12.51
2019-08-29,Demand by supplier,12.18
2019-08-29,Demand by retailer,12.18
2019-08-29,Demand by customer,12.07
2019-08-30,Demand by supplier,12.10
2019-08-30,Demand by retailer,12.10
2019-08-30,Demand by customer,8.32
2019-08-31,Demand by supplier,9.45
2019-08-31,Demand by retailer,9.45
2019-08-31,Demand by customer,0.67
2019-09-01,Demand by supplier,5.22
2019-09-01,Demand by retailer,5.22
2019-09-01,Demand by customer,5.23
2019-09-02,Demand by supplier,8.81
2019-09-02,Demand by retailer,8.81
2019-09-02,Demand by customer,21.43
2019-09-03,Demand by supplier,17.65
2019-09-03,Demand by retailer,17.65
2019-09-03,Demand by customer,11.78
2019-09-04,Demand by supplier,13.54
2019-09-04,Demand by retailer,13.54
2019-09-04,Demand by customer,7.38
2019-09-05,Demand by supplier,9.23
2019-09-05,Demand by retailer,9.23
2019-09-05,Demand by customer,0.52
2019-09-06,Demand by supplier,8.04
2019-09-06,Demand by retailer,8.04
2019-09-06,Demand by customer,9.60
2019-09-07,Demand by supplier,11.57
2019-09-07,Demand by retailer,11.57
2019-09-07,Demand by customer,10.21
2019-09-08,Demand by supplier,11.17
2019-09-08,Demand by retailer,11.17
2019-09-08,Demand by customer,5.42
2019-09-09,Demand by supplier,11.55
2019-09-09,Demand by retailer,11.55
2019-09-09,Demand by customer,16.23
2019-09-10,Demand by supplier,14.83
2019-09-10,Demand by retailer,14.83
2019-09-10,Demand by customer,5.87
2019-09-11,Demand by supplier,8.56
2019-09-11,Demand by retailer,8.56
2019-09-11,Demand by customer,8.81
2019-09-12,Demand by supplier,8.73
2019-09-12,Demand by retailer,8.73
2019-09-12,Demand by customer,15.89
2019-09-13,Demand by supplier,13.74
2019-09-13,Demand by retailer,13.74
2019-09-13,Demand by customer,11.56
2019-09-14,Demand by supplier,12.22
2019-09-14,Demand by retailer,12.22
2019-09-14,Demand by customer,17.85
2019-09-15,Demand by supplier,16.16
2019-09-15,Demand by retailer,16.16
2019-09-15,Demand by customer,8.39
2019-09-16,Demand by supplier,10.72
2019-09-16,Demand by retailer,10.72
2019-09-16,Demand by customer,6.96
2019-09-17,Demand by supplier,8.09
2019-09-17,Demand by retailer,8.09
2019-09-17,Demand by customer,13.27
2019-09-18,Demand by supplier,11.72
2019-09-18,Demand by retailer,11.72
2019-09-18,Demand by customer,11.50
2019-09-19,Demand by supplier,11.56
2019-09-19,Demand by retailer,11.56
2019-09-19,Demand by customer,18.29
2019-09-20,Demand by supplier,16.27
2019-09-20,Demand by retailer,16.27
2019-09-20,Demand by customer,12.84
2019-09-21,Demand by supplier,13.87
2019-09-21,Demand by retailer,13.87
2019-09-21,Demand by customer,9.81
2019-09-22,Demand by supplier,11.03
2019-09-22,Demand by retailer,11.03
2019-09-22,Demand by customer,13.14
2019-09-23,Demand by supplier,12.51
2019-09-23,Demand by retailer,12.51
2019-09-23,Demand by customer,14.58
2019-09-24,Demand by supplier,13.96
2019-09-24,Demand by retailer,13.96
2019-09-24,Demand by customer,2.15
2019-09-25,Demand by supplier,5.69
2019-09-25,Demand by retailer,5.69
2019-09-25,Demand by customer,9.00
2019-09-26,Demand by supplier,8.01
2019-09-26,Demand by retailer,8.01
2019-09-26,Demand by customer,7.66
2019-09-27,Demand by supplier,7.80
2019-09-27,Demand by retailer,7.80
2019-09-27,Demand by customer,18.40
2019-09-28,Demand by supplier,15.22
2019-09-28,Demand by retailer,15.22
2019-09-28,Demand by customer,6.60
2019-09-29,Demand by supplier,9.19
2019-09-29,Demand by retailer,9.19
2019-09-29,Demand by customer,17.44
2019-09-30,Demand by supplier,14.97
2019-09-30,Demand by retailer,14.97
2019-09-30,Demand by customer,1.15
2019-10-01,Demand by supplier,9.41
2019-10-01,Demand by retailer,9.41
2019-10-01,Demand by customer,9.61
2019-10-02,Demand by supplier,11.09
2019-10-02,Demand by retailer,11.09
2019-10-02,Demand by customer,17.47
2019-10-03,Demand by supplier,15.56
2019-10-03,Demand by retailer,15.56
2019-10-03,Demand by customer,8.17
2019-10-04,Demand by supplier,10.39
2019-10-04,Demand by retailer,10.39
2019-10-04,Demand by customer,18.07
2019-10-05,Demand by supplier,15.76
2019-10-05,Demand by retailer,15.76
2019-10-05,Demand by customer,0.00
2019-10-06,Demand by supplier,4.73
2019-10-06,Demand by retailer,4.73
2019-10-06,Demand by customer,10.19
2019-10-07,Demand by supplier,8.55
2019-10-07,Demand by retailer,8.55
2019-10-07,Demand by customer,11.13
2019-10-08,Demand by supplier,10.36
2019-10-08,Demand by retailer,10.36
2019-10-08,Demand by customer,9.12
2019-10-09,Demand by supplier,9.74
2019-10-09,Demand by retailer,9.74
2019-10-09,Demand by customer,0.00
2019-10-10,Demand by supplier,10.89
2019-10-10,Demand by retailer,10.89
2019-10-10,Demand by customer,14.66
2019-10-11,Demand by supplier,13.53
2019-10-11,Demand by retailer,13.53
2019-10-11,Demand by customer,0.00
2019-10-12,Demand by supplier,11.76
2019-10-12,Demand by retailer,11.76
2019-10-12,Demand by customer,16.64
2019-10-13,Demand by supplier,15.17
2019-10-13,Demand by retailer,15.17
2019-10-13,Demand by customer,12.04
2019-10-14,Demand by supplier,12.98
2019-10-14,Demand by retailer,12.98
2019-10-14,Demand by customer,16.91
2019-10-15,Demand by supplier,15.73
2019-10-15,Demand by retailer,15.73
2019-10-15,Demand by customer,8.22
2019-10-16,Demand by supplier,10.48
2019-10-16,Demand by retailer,10.48
2019-10-16,Demand by customer,2.22
2019-10-17,Demand by supplier,4.70
2019-10-17,Demand by retailer,4.70
2019-10-17,Demand by customer,6.39
2019-10-18,Demand by supplier,5.88
2019-10-18,Demand by retailer,5.88
2019-10-18,Demand by customer,6.75
2019-10-19,Demand by supplier,8.93
2019-10-19,Demand by retailer,8.93
2019-10-19,Demand by customer,14.19
2019-10-20,Demand by supplier,12.61
2019-10-20,Demand by retailer,12.61
2019-10-20,Demand by customer,7.82
2019-10-21,Demand by supplier,9.79
2019-10-21,Demand by retailer,9.79
2019-10-21,Demand by customer,12.91
2019-10-22,Demand by supplier,11.97
2019-10-22,Demand by retailer,11.97
2019-10-22,Demand by customer,13.40
2019-10-23,Demand by supplier,13.42
2019-10-23,Demand by retailer,13.42
2019-10-23,Demand by customer,19.96
2019-10-24,Demand by supplier,18.00
2019-10-24,Demand by retailer,18.00
2019-10-24,Demand by customer,0.00
2019-10-25,Demand by supplier,10.44
2019-10-25,Demand by retailer,10.44
2019-10-25,Demand by customer,7.20
2019-10-26,Demand by supplier,11.45
2019-10-26,Demand by retailer,11.45
2019-10-26,Demand by customer,14.85
2019-10-27,Demand by supplier,13.83
2019-10-27,Demand by retailer,13.83
2019-10-27,Demand by customer,14.87
2019-10-28,Demand by supplier,14.56
2019-10-28,Demand by retailer,14.56
2019-10-28,Demand by customer,6.13
2019-10-29,Demand by supplier,8.66
2019-10-29,Demand by retailer,8.66
2019-10-29,Demand by customer,8.21
2019-10-30,Demand by supplier,8.34
2019-10-30,Demand by retailer,8.34
2019-10-30,Demand by customer,9.41
2019-10-31,Demand by supplier,9.09
2019-10-31,Demand by retailer,9.09
2019-10-31,Demand by customer,10.99
2019-11-01,Demand by supplier,10.42
2019-11-01,Demand by retailer,10.42
2019-11-01,Demand by customer,6.14
2019-11-02,Demand by supplier,7.43
2019-11-02,Demand by retailer,7.43
2019-11-02,Demand by customer,5.59
2019-11-03,Demand by supplier,9.96
2019-11-03,Demand by retailer,9.96
2019-11-03,Demand by customer,2.27
2019-11-04,Demand by supplier,13.51
2019-11-04,Demand by retailer,13.51
2019-11-04,Demand by customer,7.44
2019-11-05,Demand by supplier,12.64
2019-11-05,Demand by retailer,12.64
2019-11-05,Demand by customer,19.81
2019-11-06,Demand by supplier,17.66
2019-11-06,Demand by retailer,17.66
2019-11-06,Demand by customer,3.48
2019-11-07,Demand by supplier,7.73
2019-11-07,Demand by retailer,7.73
2019-11-07,Demand by customer,16.86
2019-11-08,Demand by supplier,14.12
2019-11-08,Demand by retailer,14.12
2019-11-08,Demand by customer,23.70
2019-11-09,Demand by supplier,20.82
2019-11-09,Demand by retailer,20.82
2019-11-09,Demand by customer,11.57
2019-11-10,Demand by supplier,13.51
2019-11-10,Demand by retailer,13.51
2019-11-10,Demand by customer,24.00
2019-11-11,Demand by supplier,11.03
2019-11-11,Demand by retailer,11.03
2019-11-11,Demand by customer,9.19
2019-11-12,Demand by supplier,9.74
2019-11-12,Demand by retailer,9.74
2019-11-12,Demand by customer,21.84
2019-11-13,Demand by supplier,14.80
2019-11-13,Demand by retailer,14.80
2019-11-13,Demand by customer,9.86
2019-11-14,Demand by supplier,11.35
2019-11-14,Demand by retailer,11.35
2019-11-14,Demand by customer,1.72
2019-11-15,Demand by supplier,4.61
2019-11-15,Demand by retailer,4.61
2019-11-15,Demand by customer,12.64
2019-11-16,Demand by supplier,10.23
2019-11-16,Demand by retailer,10.23
2019-11-16,Demand by customer,23.42
2019-11-17,Demand by supplier,19.46
2019-11-17,Demand by retailer,19.46
2019-11-17,Demand by customer,6.12
2019-11-18,Demand by supplier,10.12
2019-11-18,Demand by retailer,10.12
2019-11-18,Demand by customer,13.60
2019-11-19,Demand by supplier,12.56
2019-11-19,Demand by retailer,12.56
2019-11-19,Demand by customer,3.28
2019-11-20,Demand by supplier,6.07
2019-11-20,Demand by retailer,6.07
2019-11-20,Demand by customer,4.07
2019-11-21,Demand by supplier,10.21
2019-11-21,Demand by retailer,10.21
2019-11-21,Demand by customer,13.45
2019-11-22,Demand by supplier,12.48
2019-11-22,Demand by retailer,12.48
2019-11-22,Demand by customer,8.99
2019-11-23,Demand by supplier,11.18
2019-11-23,Demand by retailer,11.18
2019-11-23,Demand by customer,14.24
2019-11-24,Demand by supplier,13.32
2019-11-24,Demand by retailer,13.32
2019-11-24,Demand by customer,19.20
2019-11-25,Demand by supplier,17.43
2019-11-25,Demand by retailer,17.43
2019-11-25,Demand by customer,2.05
2019-11-26,Demand by supplier,6.66
2019-11-26,Demand by retailer,6.66
2019-11-26,Demand by customer,5.50
2019-11-27,Demand by supplier,6.58
2019-11-27,Demand by retailer,6.58
2019-11-27,Demand by customer,10.63
2019-11-28,Demand by supplier,12.76
2019-11-28,Demand by retailer,12.76
2019-11-28,Demand by customer,24.00
2019-11-29,Demand by supplier,20.63
2019-11-29,Demand by retailer,20.63
2019-11-29,Demand by customer,8.07
2019-11-30,Demand by supplier,11.83
2019-11-30,Demand by retailer,11.83
2019-11-30,Demand by customer,6.97
2019-12-01,Demand by supplier,8.43
2019-12-01,Demand by retailer,8.43
2019-12-01,Demand by customer,13.42
2019-12-02,Demand by supplier,11.92
2019-12-02,Demand by retailer,11.92
2019-12-02,Demand by customer,24.00
2019-12-03,Demand by supplier,20.38
2019-12-03,Demand by retailer,20.38
2019-12-03,Demand by customer,6.33
2019-12-04,Demand by supplier,10.54
2019-12-04,Demand by retailer,10.54
2019-12-04,Demand by customer,8.27
2019-12-05,Demand by supplier,8.95
2019-12-05,Demand by retailer,8.95
2019-12-05,Demand by customer,10.72
2019-12-06,Demand by supplier,10.19
2019-12-06,Demand by retailer,10.19
2019-12-06,Demand by customer,15.73
2019-12-07,Demand by supplier,14.07
2019-12-07,Demand by retailer,14.07
2019-12-07,Demand by customer,24.00
2019-12-08,Demand by supplier,21.02
2019-12-08,Demand by retailer,21.02
2019-12-08,Demand by customer,1.74
2019-12-09,Demand by supplier,7.53
2019-12-09,Demand by retailer,7.53
2019-12-09,Demand by customer,0.00
2019-12-10,Demand by supplier,2.31
2019-12-10,Demand by retailer,2.31
2019-12-10,Demand by customer,11.59
2019-12-11,Demand by supplier,8.81
2019-12-11,Demand by retailer,8.81
2019-12-11,Demand by customer,14.25
2019-12-12,Demand by supplier,12.62
2019-12-12,Demand by retailer,12.62
2019-12-12,Demand by customer,0.00
2019-12-13,Demand by supplier,8.82
2019-12-13,Demand by retailer,8.82
2019-12-13,Demand by customer,6.24
2019-12-14,Demand by supplier,12.71
2019-12-14,Demand by retailer,12.71
2019-12-14,Demand by customer,17.27
2019-12-15,Demand by supplier,15.90
2019-12-15,Demand by retailer,15.90
2019-12-15,Demand by customer,6.88
2019-12-16,Demand by supplier,9.59
2019-12-16,Demand by retailer,9.59
2019-12-16,Demand by customer,13.96
2019-12-17,Demand by supplier,12.65
2019-12-17,Demand by retailer,12.65
2019-12-17,Demand by customer,11.81
2019-12-18,Demand by supplier,12.06
2019-12-18,Demand by retailer,12.06
2019-12-18,Demand by customer,15.16
2019-12-19,Demand by supplier,14.23
2019-12-19,Demand by retailer,14.23
2019-12-19,Demand by customer,13.65
2019-12-20,Demand by supplier,13.82
2019-12-20,Demand by retailer,13.82
2019-12-20,Demand by customer,12.45
2019-12-21,Demand by supplier,12.86
2019-12-21,Demand by retailer,12.86
2019-12-21,Demand by customer,19.35
2019-12-22,Demand by supplier,17.26
2019-12-22,Demand by retailer,17.26
2019-12-22,Demand by customer,6.72
2019-12-23,Demand by supplier,9.88
2019-12-23,Demand by retailer,9.88
2019-12-23,Demand by customer,11.52
2019-12-24,Demand by supplier,11.03
2019-12-24,Demand by retailer,11.03
2019-12-24,Demand by customer,18.57
2019-12-25,Demand by supplier,16.31
2019-12-25,Demand by retailer,16.31
2019-12-25,Demand by customer,6.76
2019-12-26,Demand by supplier,9.62
2019-12-26,Demand by retailer,9.62
2019-12-26,Demand by customer,8.09
2019-12-27,Demand by supplier,8.55
2019-12-27,Demand by retailer,8.55
2019-12-27,Demand by customer,5.43
2019-12-28,Demand by supplier,6.36
2019-12-28,Demand by retailer,6.36
2019-12-28,Demand by customer,4.13
2019-12-29,Demand by supplier,6.04
2019-12-29,Demand by retailer,6.04
2019-12-29,Demand by customer,24.00
2019-12-30,Demand by supplier,18.61
2019-12-30,Demand by retailer,18.61
2019-12-30,Demand by customer,14.01
2019-12-31,Demand by supplier,15.39
2019-12-31,Demand by retailer,15.39
2019-12-31,Demand by customer,23.86
2020-01-01,Demand by supplier,21.32
2020-01-01,Demand by retailer,21.32
2020-01-01,Demand by customer,15.85
2020-01-02,Demand by supplier,17.49
2020-01-02,Demand by retailer,17.49
2020-01-02,Demand by customer,11.27
2020-01-03,Demand by supplier,13.14
2020-01-03,Demand by retailer,13.14
2020-01-03,Demand by customer,8.77
